 Comment / ID, Start time, Sample size, Corr. f, Density,,
 Sample3, 6/17/2014 10:09:41 AM, 99.39 g,1, 1.0 g/mL,,
 EQP titration[1],,,,,,
 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,18.1, NaN, NaN,0,22.2
0.04,0.04,-49.8,-67.9, NaN,28,22.3
0.08,0.04,-50.4,-0.6, NaN,31,22.3
0.12,0.04,-50,0.4, NaN,34,22.3
0.16,0.04,-46.7,3.3, NaN,38,22.2
0.2,0.04,-37.5,9.2, NaN,64,22.2
0.24,0.04,-28,9.5, NaN,90,22.2
0.28,0.04,-21.5,6.5, NaN,108,22.2
0.32,0.04,-17.4,4.1, NaN,117,22.2
0.36,0.04,-12.4,5, NaN,123,22.2
0.4,0.04,-8,4.4, NaN,136,22.2
0.44,0.04,-2.8,5.2, NaN,141,22.2
0.48,0.04,1.1,3.9, NaN,146,22.2
0.52,0.04,2,0.9, NaN,149,22.2
0.56,0.04,9.6,7.6, NaN,154,22.2
0.6,0.04,10.9,1.3, NaN,158,22.2
0.64,0.04,14.7,3.8, NaN,162,22.2
0.68,0.04,17.9,3.2, NaN,167,22.2
0.72,0.04,22.1,4.2, NaN,171,22.2
0.76,0.04,24.8,2.7, NaN,175,22.2
0.8,0.04,27,2.2, NaN,179,22.2
0.84,0.04,28.1,1.1, NaN,183,22.2
0.88,0.04,31.1,3, NaN,187,22.2
0.92,0.04,31.7,0.6, NaN,190,22.2
0.96,0.04,33.5,1.8, NaN,194,22.2
1,0.04,40.3,6.8, NaN,198,22.2
1.04,0.04,41.2,0.9, NaN,202,22.2
1.08,0.04,43.7,2.5, NaN,206,22.2
1.12,0.04,45,1.3, NaN,209,22.2
1.16,0.04,47,2, NaN,213,22.2
1.2,0.04,48.8,1.8, NaN,217,22.2
1.24,0.04,49.9,1.1, NaN,221,22.2
1.28,0.04,52,2.1, NaN,225,22.2
1.32,0.04,60.8,8.8, NaN,229,22.2
1.36,0.04,60.9,0.1, NaN,233,22.2
1.4,0.04,69.6,8.7, NaN,236,22.2
1.44,0.04,69.7,0.1, NaN,240,22.2
1.48,0.04,69.7,0, NaN,243,22.2
1.52,0.04,73,3.3, NaN,247,22.2
1.56,0.04,72.8,-0.2, NaN,250,22.2
1.6,0.04,80.6,7.8, NaN,254,22.2
1.64,0.04,85.1,4.5, NaN,257,22.2
1.68,0.04,86.9,1.8, NaN,261,22.2
1.72,0.04,85.7,-1.2, NaN,264,22.2
1.76,0.04,87,1.3, NaN,268,22.2
1.8,0.04,91.7,4.7, NaN,272,22.1
1.84,0.04,99,7.3, NaN,276,22.2
1.88,0.04,106.7,7.7, NaN,279,22.2
1.92,0.04,105.3,-1.4, NaN,295,22.2
1.96,0.04,108.9,3.6, NaN,300,22.2
2,0.04,121.3,12.4, NaN,304,22.2
2.04,0.04,122.4,1.1, NaN,308,22.2
2.08,0.04,130.1,7.7, NaN,315,22.2
2.12,0.04,141.6,11.5,258.35,320,22.1
2.16,0.04,153.8,12.2,265.18,325,22.2
2.2,0.04,164.2,10.4,269.26,330,22.2
2.24,0.04,174.1,9.9,209.8,335,22.1
2.28,0.04,180.2,6.1,151.65,338,22.2
2.3,0.02,180.9,0.7,124.48,702,22
2.32,0.02,184.8,3.9,105.38,706,22
2.34,0.02,186.1,1.3,95.78,712,22
2.36,0.02,188.1,2,100.33,720,22
2.38,0.02,190.4,2.3,100.25,724,22
2.4,0.02,192.4,2,93.46,728,22
2.42,0.02,194.3,1.9,95.26,731,22
2.44,0.02,195.6,1.3,85.42,737,22
2.46,0.02,197.8,2.2,77.98,740,22
2.48,0.02,199.5,1.7,76.09,744,22
2.5,0.02,200.4,0.9,73.12,747,22
2.52,0.02,201.9,1.5,69.39,751,22
2.54,0.02,203.4,1.5,66.86,755,22
2.56,0.02,205,1.6,65.59,758,22
2.58,0.02,205.9,0.9,56.42,761,22
2.6,0.02,207.1,1.2,50.41,765,22
2.62,0.02,208.3,1.2,48.36,769,22
2.64,0.02,208.7,0.4,46.93,774,22
2.66,0.02,209.5,0.8,46.2,778,22
2.68,0.02,211.4,1.9,47.23,782,22
2.7,0.02,211.8,0.4,46.61,785,22
2.72,0.02,212.5,0.7,45.5,791,22
2.74,0.02,213.5,1,41.73,795,22
2.76,0.02,214.7,1.2,40.9,798,22
2.78,0.02,215,0.3,42.9,802,22
2.8,0.02,216.1,1.1,37.95,805,22
2.82,0.02,216.9,0.8,33.18,809,22
2.84,0.02,217.5,0.6,33.61,812,22
2.86,0.02,218,0.5,34.34,816,22
2.88,0.02,218.7,0.7,33.94,819,22
2.9,0.02,219.4,0.7,35.38,823,22
2.92,0.02,220.4,1,34.56,826,22
2.94,0.02,220.8,0.4,31.8,829,22
2.96,0.02,221.6,0.8,28.75,832,22
2.98,0.02,221.9,0.3,25.64,838,22
3,0.02,222.5,0.6,28.08,841,22
3.02,0.02,223.1,0.6,30.41,844,22
3.04,0.02,223.7,0.6,28.79,848,22
3.06,0.02,224.2,0.5,28.8,851,22
3.08,0.02,225.2,1,26.24,854,22
3.1,0.02,225.2,0,25.63,858,22
3.12,0.02,225.7,0.5,23.57,861,22
3.14,0.02,226.4,0.7,22.46,865,22
3.16,0.02,226.8,0.4,21.8,868,22
3.18,0.02,227.3,0.5,23.11,871,22
3.2,0.02,227.5,0.2,21.2,876,22
3.22,0.02,228.1,0.6,21.14,880,22
3.24,0.02,228.5,0.4,24.12,883,22
3.26,0.02,229,0.5,23.77,886,22
3.28,0.02,229.5,0.5,23.31,890,22
3.3,0.02,229.9,0.4,21.52,893,22
3.32,0.02,230.5,0.6,21.8,896,22
3.34,0.02,230.6,0.1,20.14,902,22
3.36,0.02,231.2,0.6,19.28,906,22
3.38,0.02,231.6,0.4,18.09,910,22
3.4,0.02,232,0.4,19.74,914,22
3.42,0.02,232.2,0.2,21.13,917,22
3.44,0.02,232.7,0.5,20.46,920,22
3.46,0.02,233.1,0.4,20.55,924,22
3.48,0.02,233.8,0.7,20.01,927,22
3.5,0.02,233.9,0.1,19.81,931,22
3.52,0.02,234.3,0.4,17.38,934,22
3.54,0.02,234.6,0.3,18.29,938,22
3.56,0.02,235.1,0.5,18.76,941,22
3.58,0.02,235.5,0.4,19.26,944,22
3.6,0.02,235.7,0.2,17.59,947,22
3.62,0.02,236.3,0.6,15.72,951,22
3.64,0.02,236.4,0.1,14.8,956,22
3.66,0.02,236.7,0.3,15.56,959,22
3.68,0.02,237.1,0.4,16.54,964,22
3.7,0.02,237.3,0.2,15.85,969,22
3.72,0.02,237.8,0.5, NaN,973,22
3.74,0.02,238.1,0.3, NaN,976,22
3.76,0.02,238.4,0.3, NaN,981,22
3.78,0.02,238.6,0.2, NaN,984,22
3.8,0.02,239.1,0.5, NaN,988,22
