 Comment / ID, Start time, Sample size, Corr. f, Density,,
 Sample16, 6/17/2014 2:56:56 PM, 100.38 g,1, 1.0 g/mL,,
 EQP titration[1],,,,,,
 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,24.8, NaN, NaN,0,20.3
0.04,0.04,-47.6,-72.4, NaN,28,20.3
0.08,0.04,-48.4,-0.8, NaN,31,20.3
0.12,0.04,-48.3,0.1, NaN,34,20.3
0.16,0.04,-46.9,1.4, NaN,40,20.3
0.2,0.04,-36.7,10.2, NaN,71,20.3
0.24,0.04,-26.9,9.8, NaN,101,20.3
0.28,0.04,-20.4,6.5, NaN,119,20.3
0.32,0.04,-14.2,6.2, NaN,140,20.3
0.36,0.04,-10,4.2, NaN,151,20.3
0.4,0.04,-4.1,5.9, NaN,170,20.3
0.44,0.04,-0.2,3.9, NaN,176,20.3
0.48,0.04,2.9,3.1, NaN,182,20.3
0.52,0.04,6.7,3.8, NaN,186,20.3
0.56,0.04,8,1.3, NaN,192,20.3
0.6,0.04,10.5,2.5, NaN,198,20.3
0.64,0.04,12.4,1.9, NaN,204,20.3
0.68,0.04,14.7,2.3, NaN,212,20.3
0.72,0.04,18.8,4.1, NaN,218,20.3
0.76,0.04,22.9,4.1, NaN,222,20.3
0.8,0.04,24.9,2, NaN,227,20.3
0.84,0.04,27.4,2.5, NaN,232,20.3
0.88,0.04,30.4,3, NaN,236,20.3
0.92,0.04,34.5,4.1, NaN,240,20.3
0.96,0.04,35.4,0.9, NaN,244,20.3
1,0.04,39.8,4.4, NaN,248,20.3
1.04,0.04,43.6,3.8, NaN,253,20.3
1.08,0.04,46.3,2.7, NaN,257,20.3
1.12,0.04,47.9,1.6, NaN,260,20.3
1.16,0.04,50.2,2.3, NaN,264,20.3
1.2,0.04,54,3.8, NaN,268,20.3
1.24,0.04,56.7,2.7, NaN,272,20.3
1.28,0.04,59,2.3, NaN,276,20.3
1.32,0.04,60.2,1.2, NaN,280,20.3
1.36,0.04,62.1,1.9, NaN,284,20.3
1.4,0.04,70.8,8.7, NaN,287,20.4
1.44,0.04,69.8,-1, NaN,291,20.3
1.48,0.04,70.2,0.4, NaN,294,20.3
1.52,0.04,70.6,0.4, NaN,298,20.3
1.56,0.04,73.1,2.5, NaN,302,20.4
1.6,0.04,78.2,5.1, NaN,306,20.4
1.64,0.04,85.1,6.9, NaN,310,20.4
1.68,0.04,84.7,-0.4, NaN,313,20.3
1.72,0.04,88.6,3.9, NaN,317,20.3
1.76,0.04,89.8,1.2, NaN,321,20.4
1.8,0.04,94.2,4.4, NaN,325,20.3
1.84,0.04,102.4,8.2, NaN,328,20.4
1.88,0.04,104.6,2.2, NaN,332,20.4
1.92,0.04,107.2,2.6, NaN,336,20.4
1.96,0.04,111.4,4.2, NaN,340,20.4
2,0.04,116.3,4.9, NaN,344,20.4
2.04,0.04,125.2,8.9, NaN,348,20.4
2.08,0.04,132.5,7.3, NaN,352,20.4
