 Comment / ID, Start time, Sample size, Corr. f, Density,,
 Sample4, 6/17/2014 10:27:07 AM, 99.65 g,1, 1.0 g/mL,,
 EQP titration[1],,,,,,
 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,40.8, NaN, NaN,0,22
0.04,0.04,-28.7,-69.5, NaN,28,22
0.08,0.04,-34,-5.3, NaN,40,22
0.12,0.04,-33.3,0.7, NaN,44,21.9
0.16,0.04,-31.3,2, NaN,51,22
0.2,0.04,-19.3,12, NaN,80,22
0.24,0.04,-14.5,4.8, NaN,94,22
0.28,0.04,-10.1,4.4, NaN,106,21.9
0.32,0.04,-7.1,3, NaN,114,22
0.36,0.04,-1.8,5.3, NaN,122,22
0.4,0.04,0,1.8, NaN,128,21.9
0.44,0.04,4.9,4.9, NaN,133,21.9
0.48,0.04,7.3,2.4, NaN,138,21.9
0.52,0.04,10.4,3.1, NaN,144,21.9
0.56,0.04,11.9,1.5, NaN,149,22
0.6,0.04,15.1,3.2, NaN,153,21.9
0.64,0.04,16.7,1.6, NaN,158,21.9
0.68,0.04,21.8,5.1, NaN,163,22
0.72,0.04,23.7,1.9, NaN,167,21.9
0.76,0.04,25.8,2.1, NaN,172,22
0.8,0.04,28.1,2.3, NaN,176,21.9
0.84,0.04,33.7,5.6, NaN,180,22
0.88,0.04,35.3,1.6, NaN,184,22
0.92,0.04,36.9,1.6, NaN,188,21.9
0.96,0.04,37.6,0.7, NaN,191,22
1,0.04,39.4,1.8, NaN,195,21.9
1.04,0.04,45.4,6, NaN,199,22
1.08,0.04,52.7,7.3, NaN,203,22
1.12,0.04,55.3,2.6, NaN,207,22
1.16,0.04,58.9,3.6, NaN,210,21.9
1.2,0.04,59.1,0.2, NaN,214,21.9
1.24,0.04,60.9,1.8, NaN,217,22
1.28,0.04,62.8,1.9, NaN,221,22
1.32,0.04,66.4,3.6, NaN,225,22
1.36,0.04,68.3,1.9, NaN,228,21.9
1.4,0.04,72,3.7, NaN,232,22
1.44,0.04,74.2,2.2, NaN,236,22
1.48,0.04,70.8,-3.4, NaN,246,22
1.52,0.04,76.4,5.6, NaN,250,21.9
1.56,0.04,86.5,10.1, NaN,254,22
1.6,0.04,80.1,-6.4, NaN,266,21.9
1.64,0.04,83.5,3.4, NaN,270,22
1.68,0.04,89.5,6, NaN,274,21.9
1.72,0.04,99.6,10.1, NaN,277,21.9
1.76,0.04,99.9,0.3, NaN,281,21.9
1.8,0.04,101.1,1.2, NaN,284,21.9
