 Comment / ID, Start time, Sample size, Corr. f, Density,,
 bowl9, 8/15/2014 4:56:36 PM, 98.34 g,1, 1.0 g/mL,,
 EQP titration[1],,,,,,
 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,49.9, NaN, NaN,0,23
0.04,0.04,-17.9,-67.8, NaN,28,23
0.08,0.04,-26.3,-8.4, NaN,45,23
0.12,0.04,-25.9,0.4, NaN,48,23
0.16,0.04,-24.1,1.8, NaN,53,23
0.2,0.04,-14.3,9.8, NaN,79,23
0.24,0.04,-9.5,4.8, NaN,95,23
0.28,0.04,-6,3.5, NaN,102,23
0.32,0.04,-2.1,3.9, NaN,108,23
0.36,0.04,-0.8,1.3, NaN,112,23
0.4,0.04,3.4,4.2, NaN,122,23
0.44,0.04,6.5,3.1, NaN,127,23
0.48,0.04,9.3,2.8, NaN,135,23
0.52,0.04,12.1,2.8, NaN,143,23
0.56,0.04,15.3,3.2, NaN,151,23
0.6,0.04,18.8,3.5, NaN,155,23
0.64,0.04,20.8,2, NaN,160,23
0.68,0.04,23.2,2.4, NaN,165,23
0.72,0.04,25.9,2.7, NaN,170,23
0.76,0.04,27.8,1.9, NaN,174,23
0.8,0.04,30.1,2.3, NaN,180,23
0.84,0.04,31.7,1.6, NaN,185,23
0.88,0.04,35.1,3.4, NaN,190,23
0.92,0.04,36.7,1.6, NaN,195,23
0.96,0.04,41,4.3, NaN,199,23
1,0.04,42,1, NaN,203,23
1.04,0.04,43.4,1.4, NaN,207,23
1.08,0.04,44.8,1.4, NaN,212,23
1.12,0.04,46.5,1.7, NaN,217,23
1.16,0.04,49.3,2.8, NaN,222,23
1.2,0.04,53.2,3.9, NaN,227,23
1.24,0.04,54.8,1.6, NaN,232,23
1.28,0.04,57.1,2.3, NaN,238,23
1.32,0.04,59.8,2.7, NaN,242,23
1.36,0.04,66.3,6.5, NaN,246,23
1.4,0.04,71.9,5.6, NaN,250,23
1.44,0.04,76.7,4.8, NaN,254,23
1.48,0.04,77,0.3, NaN,258,23
1.52,0.04,77.7,0.7, NaN,261,23
1.56,0.04,79.4,1.7, NaN,265,23
1.6,0.04,83,3.6, NaN,269,23
1.64,0.04,84,1, NaN,273,23
1.68,0.04,88.7,4.7, NaN,277,23
1.72,0.04,92,3.3, NaN,281,23
1.76,0.04,94.5,2.5, NaN,285,23
1.8,0.04,96.6,2.1, NaN,289,23
1.84,0.04,108.9,12.3, NaN,293,23
1.88,0.04,110.3,1.4, NaN,297,23
1.92,0.04,118.8,8.5, NaN,301,23
1.96,0.04,125.2,6.4, NaN,305,23
2,0.04,132.2,7, NaN,309,23
2.04,0.04,138.4,6.2,233.43,317,23
2.08,0.04,150.2,11.8,242.57,323,23
2.12,0.04,161.2,11,251.42,328,23
2.16,0.04,170.1,8.9,233.04,335,23
2.2,0.04,180.2,10.1,190.08,338,23
2.22,0.02,180.5,0.3,153.85,703,23
