 Comment / ID, Start time, Sample size, Corr. f, Density,,
 bowl6, 8/15/2014 1:04:22 PM, 99.97 g,1, 1.0 g/mL,,
 EQP titration[1],,,,,,
 Volume, Increment, Signal, Change, 1st deriv., Time, Temperature
 mL, mL, mV, mV, mV/mL, s, oC
0, NaN,28.9, NaN, NaN,0,23.6
0.04,0.04,-41.1,-70, NaN,28,23.6
0.08,0.04,-42.2,-1.1, NaN,31,23.6
0.12,0.04,-41.5,0.7, NaN,35,23.6
0.16,0.04,-34.4,7.1, NaN,62,23.6
0.2,0.04,-26.8,7.6, NaN,85,23.6
0.24,0.04,-19.4,7.4, NaN,108,23.6
0.28,0.04,-13.6,5.8, NaN,125,23.6
0.32,0.04,-9,4.6, NaN,139,23.6
0.36,0.04,-3.6,5.4, NaN,154,23.6
0.4,0.04,-0.5,3.1, NaN,161,23.6
0.44,0.04,2.3,2.8, NaN,171,23.6
0.48,0.04,4.8,2.5, NaN,181,23.6
0.52,0.04,9.6,4.8, NaN,200,23.6
0.56,0.04,12.4,2.8, NaN,208,23.6
0.6,0.04,15.3,2.9, NaN,215,23.6
0.64,0.04,17.1,1.8, NaN,221,23.6
0.68,0.04,20.2,3.1, NaN,232,23.6
0.72,0.04,22.4,2.2, NaN,239,23.6
0.76,0.04,25.7,3.3, NaN,244,23.6
0.8,0.04,27.7,2, NaN,250,23.6
0.84,0.04,29.8,2.1, NaN,256,23.6
0.88,0.04,32.3,2.5, NaN,261,23.6
0.92,0.04,34.7,2.4, NaN,267,23.6
0.96,0.04,38.8,4.1, NaN,272,23.6
1,0.04,40.7,1.9, NaN,276,23.6
1.04,0.04,43.4,2.7, NaN,280,23.6
1.08,0.04,44,0.6, NaN,283,23.6
1.12,0.04,47.7,3.7, NaN,288,23.6
1.16,0.04,49.9,2.2, NaN,292,23.6
1.2,0.04,51.4,1.5, NaN,297,23.6
1.24,0.04,53.8,2.4, NaN,301,23.6
1.28,0.04,56.9,3.1, NaN,305,23.6
1.32,0.04,61.8,4.9, NaN,310,23.6
1.36,0.04,64.7,2.9, NaN,314,23.6
1.4,0.04,67.9,3.2, NaN,317,23.6
1.44,0.04,70.8,2.9, NaN,321,23.6
1.48,0.04,76.3,5.5, NaN,325,23.6
1.52,0.04,76.8,0.5, NaN,329,23.6
1.56,0.04,83.3,6.5, NaN,333,23.6
1.6,0.04,85.5,2.2, NaN,336,23.7
1.64,0.04,85.2,-0.3, NaN,340,23.7
1.68,0.04,88.5,3.3, NaN,343,23.6
1.72,0.04,96.2,7.7, NaN,347,23.6
1.76,0.04,100.2,4, NaN,351,23.6
1.8,0.04,103.1,2.9, NaN,355,23.6
1.84,0.04,106.3,3.2, NaN,358,23.6
1.88,0.04,113.8,7.5, NaN,362,23.6
1.92,0.04,115.9,2.1, NaN,366,23.6
1.96,0.04,115.2,-0.7, NaN,384,23.6
2,0.04,119.7,4.5, NaN,390,23.7
2.04,0.04,130.4,10.7, NaN,395,23.6
2.08,0.04,138.2,7.8,262.43,409,23.7
2.12,0.04,150.5,12.3,282.78,413,23.7
2.16,0.04,160.7,10.2,257.09,418,23.6
2.2,0.04,170.2,9.5,219.04,424,23.7
2.24,0.04,180.3,10.1,182.9,428,23.7
2.26,0.02,178.7,-1.6,151.84,793,23.6
2.28,0.02,182.9,4.2,135.3,797,23.6
2.3,0.02,186.4,3.5,122.52,801,23.7
2.32,0.02,188.5,2.1,117.55,804,23.7
